week,qn_number,qn_type,topic,stem,option,is_answer,num_response,qn_id
3,4,MC,Cross Site Request Forgery,"You are the cybersecurity lead at an e-commerce firm. You notice that while the website has robust defenses against many types of attacks, it doesn't have a specific defense against Cross-Site Request Forgery (CSRF) attacks. As part of strengthening the site's security, you're considering measures to prevent CSRF attacks. Which of the following should you consider implementing?","Ignoring CSRF protection because the site already has XSS protection, and this would cover CSRF attacks as well.",False,0,qn24
3,4,MC,Cross Site Request Forgery,"You are the cybersecurity lead at an e-commerce firm. You notice that while the website has robust defenses against many types of attacks, it doesn't have a specific defense against Cross-Site Request Forgery (CSRF) attacks. As part of strengthening the site's security, you're considering measures to prevent CSRF attacks. Which of the following should you consider implementing?","Ensuring all email communications are encrypted, as CSRF attacks predominantly happen via email.",False,0,qn24
3,5,MC,Man in the middle,"As an IT security analyst at a software company, you are reviewing the company's policies to ensure they are equipped to prevent man-in-the-middle (MiTM) attacks. In light of this, which of the following practices would be the most effective for mitigating the risk of MiTM attacks?",Encouraging employees to use public Wi-Fi networks to decrease the load on the company's network.,False,1,qn25
3,5,MC,Man in the middle,"As an IT security analyst at a software company, you are reviewing the company's policies to ensure they are equipped to prevent man-in-the-middle (MiTM) attacks. In light of this, which of the following practices would be the most effective for mitigating the risk of MiTM attacks?",Enforcing the use of HTTP rather than HTTPS to make the company's websites more accessible.,False,0,qn25
3,5,MC,Man in the middle,"As an IT security analyst at a software company, you are reviewing the company's policies to ensure they are equipped to prevent man-in-the-middle (MiTM) attacks. In light of this, which of the following practices would be the most effective for mitigating the risk of MiTM attacks?","Implementing multifactor authentication across the company's systems and advising employees to only visit HTTPS websites, while avoiding insecure public Wi-Fi connections.",True,108,qn25
3,5,MC,Man in the middle,"As an IT security analyst at a software company, you are reviewing the company's policies to ensure they are equipped to prevent man-in-the-middle (MiTM) attacks. In light of this, which of the following practices would be the most effective for mitigating the risk of MiTM attacks?",Allowing applications to store encrypted login credentials and passwords in browser cookies for a seamless browsing experience.,False,0,qn25
3,5,MC,Man in the middle,"As an IT security analyst at a software company, you are reviewing the company's policies to ensure they are equipped to prevent man-in-the-middle (MiTM) attacks. In light of this, which of the following practices would be the most effective for mitigating the risk of MiTM attacks?","Encouraging employees to open all emails to ensure they don't miss any important communications, regardless of the source.",False,0,qn25
3,9,MC,Mixed 1,"In the context of AWS security, network access, and common web vulnerabilities, which of the following statements is true?","Network Access Control Lists (ACLs) in AWS VPC are stateful, retaining information about a request after it has been processed.",False,3,qn29
3,9,MC,Mixed 1,"In the context of AWS security, network access, and common web vulnerabilities, which of the following statements is true?",IAM users in an AWS account share a common set of security credentials.,False,3,qn29
3,9,MC,Mixed 1,"In the context of AWS security, network access, and common web vulnerabilities, which of the following statements is true?",SQL Injection is a type of vulnerability where the attacker manipulates an application's data plane resulting in execution of untrusted data as code.,False,12,qn29
3,9,MC,Mixed 1,"In the context of AWS security, network access, and common web vulnerabilities, which of the following statements is true?","AWS Security Groups act at the subnet level, controlling inbound and outbound traffic.",False,6,qn29
3,9,MC,Mixed 1,"In the context of AWS security, network access, and common web vulnerabilities, which of the following statements is true?",SSL Stripping is a technique employed in Man-in-the-Middle (MITM) attacks to downgrade a secure HTTPS connection to a less secure HTTP connection.,True,83,qn29
4,1,MC,Interface Integration,Which of the following best describes the main differences and applications of screen scraping and web scraping techniques?,"Screen scraping primarily involves the extraction of visual data from a screen, while web scraping extracts publicly available data from various web sources.",True,98,qn31
4,1,MC,Interface Integration,Which of the following best describes the main differences and applications of screen scraping and web scraping techniques?,"Screen scraping and web scraping are essentially the same process, differing only in the type of data that is extracted. Both are used for data extraction purposes in finance and marketing.",False,9,qn31
4,1,MC,Interface Integration,Which of the following best describes the main differences and applications of screen scraping and web scraping techniques?,"Screen scraping involves extracting data from web sources, while web scraping focuses on collecting visual data from a screen.",False,2,qn31
4,1,MC,Interface Integration,Which of the following best describes the main differences and applications of screen scraping and web scraping techniques?,"Screen scraping is the extraction of publicly available data from various web sources, while web scraping involves collecting visual data from a screen.",False,0,qn31
4,1,MC,Interface Integration,Which of the following best describes the main differences and applications of screen scraping and web scraping techniques?,"Screen scraping is the process of extracting data from desktop applications, while web scraping involves data extraction from mobile applications.",False,0,qn31
4,2,MC,File Transfer,Which of the following statements best describes the use and limitations of file transfer in enterprise application integration?,"File transfer is used for integrating applications built on different languages and platforms. However, scalability and adaptability issues might arise when backend data volumes increase or when users request modifications.",True,85,qn32
4,2,MC,File Transfer,Which of the following statements best describes the use and limitations of file transfer in enterprise application integration?,File transfer in enterprise application integration is exclusively used with centralized file servers. It does not work with decentralized servers due to security concerns.,False,5,qn32
4,2,MC,File Transfer,Which of the following statements best describes the use and limitations of file transfer in enterprise application integration?,"File transfer is used for information exchange between applications. However, it cannot support different file formats like csv, xml, or json.",False,4,qn32
4,2,MC,File Transfer,Which of the following statements best describes the use and limitations of file transfer in enterprise application integration?,"File transfer is the most common integration method in enterprise applications. In addition, it does not require any transformation of data even when interfaces are incompatible.",False,12,qn32
4,2,MC,File Transfer,Which of the following statements best describes the use and limitations of file transfer in enterprise application integration?,"File transfer is only feasible for transferring small volumes of data. It cannot support the transfer of large data volumes, hence limiting its use in enterprise application integration.",False,3,qn32
4,5,MC,Point to Point vs Publish Subscribe,What is the main difference between a Point-to-Point Channel and a Publish-Subscribe Channel in messaging systems?,"A Point-to-Point Channel allows multiple receivers to consume the same message, while a Publish-Subscribe Channel delivers a copy of the message to each subscriber.",False,0,qn35
4,5,MC,Point to Point vs Publish Subscribe,What is the main difference between a Point-to-Point Channel and a Publish-Subscribe Channel in messaging systems?,"A Publish-Subscribe Channel ensures that only one receiver consumes any given message, while a Point-to-Point Channel delivers a copy of the message to each subscriber.",False,3,qn35
4,5,MC,Point to Point vs Publish Subscribe,What is the main difference between a Point-to-Point Channel and a Publish-Subscribe Channel in messaging systems?,"A Point-to-Point Channel delivers a copy of the message to each subscriber, while a Publish-Subscribe Channel ensures that only one receiver consumes any given message.",False,0,qn35
4,5,MC,Point to Point vs Publish Subscribe,What is the main difference between a Point-to-Point Channel and a Publish-Subscribe Channel in messaging systems?,"A Publish-Subscribe Channel allows multiple receivers to consume the same message, while a Point-to-Point Channel ensures that only one receiver consumes any given message.",True,105,qn35
4,5,MC,Point to Point vs Publish Subscribe,What is the main difference between a Point-to-Point Channel and a Publish-Subscribe Channel in messaging systems?,A Point-to-Point Channel and a Publish-Subscribe Channel both deliver a copy of the message to each subscriber.,False,1,qn35
4,6,MC,DLQ and Guaranteed Delivery,What is the key difference between Dead Letter Queue (DLQ) and Guaranteed Delivery in a messaging system?,"DLQ ensures that a message is always stored on disk on at least one computer until it is successfully delivered and acknowledged by the receiver, while Guaranteed Delivery moves a message that cannot be delivered to a special channel.",False,3,qn36
4,6,MC,DLQ and Guaranteed Delivery,What is the key difference between Dead Letter Queue (DLQ) and Guaranteed Delivery in a messaging system?,"Guaranteed Delivery ensures that a message is always stored on disk on at least one computer until it is successfully delivered and acknowledged by the receiver, while DLQ moves a message that cannot be delivered to a special channel.",True,101,qn36
4,6,MC,DLQ and Guaranteed Delivery,What is the key difference between Dead Letter Queue (DLQ) and Guaranteed Delivery in a messaging system?,"DLQ stores messages locally on each machine the messaging system is installed on, while Guaranteed Delivery typically has a single central storage.",False,1,qn36
4,6,MC,DLQ and Guaranteed Delivery,What is the key difference between Dead Letter Queue (DLQ) and Guaranteed Delivery in a messaging system?,"Guaranteed Delivery records what machine a message died on, while DLQ does not have this feature.",False,0,qn36
4,6,MC,DLQ and Guaranteed Delivery,What is the key difference between Dead Letter Queue (DLQ) and Guaranteed Delivery in a messaging system?,"DLQ ensures that messages are only deleted from the system after being successfully delivered, while Guaranteed Delivery ensures that a message is always stored on disk on at least one machine.",False,4,qn36
4,7,MC,Message Bus,Which of the following is NOT a key component of a Message Bus in a computer system? Choose the best answer!,"Common communication infrastructure - This provides a cross-platform, cross-language universal adapter between the applications.",False,10,qn37
4,7,MC,Message Bus,Which of the following is NOT a key component of a Message Bus in a computer system? Choose the best answer!,"Adapters - These are used to interface different systems with the message bus, handling specific operations and representing data structures.",False,6,qn37
4,7,MC,Message Bus,Which of the following is NOT a key component of a Message Bus in a computer system? Choose the best answer!,Common Command Structure - This comprises of a common set of commands that are understood by all the participants in the Message Bus.,False,9,qn37
4,7,MC,Message Bus,Which of the following is NOT a key component of a Message Bus in a computer system? Choose the best answer!,Dedicated Storage System - A system exclusively for storing and managing data related to the messages being transferred on the bus.,True,69,qn37
4,7,MC,Message Bus,Which of the following is NOT a key component of a Message Bus in a computer system? Choose the best answer!,Canonical Data Model - This is a model that all systems can agree on and is used for representing data structures in the bus.,False,15,qn37
4,8,MC,Request Reply,Which of the following accurately describes the components and workings of a Request-Reply mechanism in Java Messaging Service?,"The request channel is always a Publish-Subscribe Channel, while the reply channel is always a Point-to-Point Channel. The requestor uses synchronous block to handle replies.",False,12,qn38
4,8,MC,Request Reply,Which of the following accurately describes the components and workings of a Request-Reply mechanism in Java Messaging Service?,The requestor and replier must hard code the channels for requests and replies. Correlation Identifier doesn't play any role in this mechanism.,False,2,qn38
4,8,MC,Request Reply,Which of the following accurately describes the components and workings of a Request-Reply mechanism in Java Messaging Service?,The requestor sends a request and sets up a callback for the reply.,True,80,qn38
4,8,MC,Request Reply,Which of the following accurately describes the components and workings of a Request-Reply mechanism in Java Messaging Service?,The requestor sends a request and blocks to wait for the reply. The reply channel is always a Publish-Subscribe Channel. The replier doesn't need to know where to send the reply.,False,4,qn38
4,8,MC,Request Reply,Which of the following accurately describes the components and workings of a Request-Reply mechanism in Java Messaging Service?,The requestor and replier use the same thread for sending requests and handling replies. The channels for requests and replies are predetermined and cannot be changed.,False,11,qn38
5,3,MC,Series vs Parrallel (changed),Which of the following statement best describes the difference in system availability when components are arranged in series versus parallel?,"When different required components are arranged in series to fulfil the service, the combined availability is always higher than the availability of its individual components.",False,2,qn43
5,3,MC,Series vs Parrallel (changed),Which of the following statement best describes the difference in system availability when components are arranged in series versus parallel?,"When same components are arranged in parallel, the combined availability is always lower than the availability of its individual components.",False,5,qn43
5,3,MC,Series vs Parrallel (changed),Which of the following statement best describes the difference in system availability when components are arranged in series versus parallel?,A design that adds a proxy server in front of an application server increase the availability as compared to having only the application server.,False,1,qn43
5,3,MC,Series vs Parrallel (changed),Which of the following statement best describes the difference in system availability when components are arranged in series versus parallel?,"When different required components are arranged in parallel, the combined availability is always higher than the availability of its individual components.",False,77,qn43
5,3,MC,Series vs Parrallel (changed),Which of the following statement best describes the difference in system availability when components are arranged in series versus parallel?,An application that writes to a database has higher availability as compared to the same application writing to a database and another message queue.,True,24,qn43
5,4,MC,Redundancy,Which of the following statement regarding redundancy in system design is incorrect?,Redundancy is the provision of functional capabilities that would be unnecessary in a fault-free environment.,False,5,qn44
5,4,MC,Redundancy,Which of the following statement regarding redundancy in system design is incorrect?,Adding redundant components in a system can increase the system's reliability and availability.,False,7,qn44
5,4,MC,Redundancy,Which of the following statement regarding redundancy in system design is incorrect?,Redundant components in a system are usually arranged in a parallel configuration to allow the system to continue functioning even when one component fails.,False,8,qn44
5,4,MC,Redundancy,Which of the following statement regarding redundancy in system design is incorrect?,Redundancy eliminates the need for regular system maintenance and failure detection mechanisms.,True,86,qn44
5,4,MC,Redundancy,Which of the following statement regarding redundancy in system design is incorrect?,"A common example of redundancy is the use of multiple power supply units in a system, so that if one fails, the others can continue to supply power.",False,3,qn44
5,6,MC,Detect Failures,"Consider a distributed computing system that supports a large-scale web application. The application is critical, hence maintaining its uptime is a top priority. The system is designed to quickly detect and handle component failures to minimize downtime. If a particular component in this system fails but continues to emit a heartbeat message, which of the following scenarios is most likely?","The ping/echo mechanism will promptly identify the failure, leading to immediate corrective measures.",False,6,qn46
5,6,MC,Detect Failures,"Consider a distributed computing system that supports a large-scale web application. The application is critical, hence maintaining its uptime is a top priority. The system is designed to quickly detect and handle component failures to minimize downtime. If a particular component in this system fails but continues to emit a heartbeat message, which of the following scenarios is most likely?","The heartbeat listening process will fail to detect the issue, potentially leading to prolonged system downtime.",True,75,qn46
5,6,MC,Detect Failures,"Consider a distributed computing system that supports a large-scale web application. The application is critical, hence maintaining its uptime is a top priority. The system is designed to quickly detect and handle component failures to minimize downtime. If a particular component in this system fails but continues to emit a heartbeat message, which of the following scenarios is most likely?","The exception mechanism within the listening process will identify the fault, resulting in instant error handling.",False,15,qn46
5,6,MC,Detect Failures,"Consider a distributed computing system that supports a large-scale web application. The application is critical, hence maintaining its uptime is a top priority. The system is designed to quickly detect and handle component failures to minimize downtime. If a particular component in this system fails but continues to emit a heartbeat message, which of the following scenarios is most likely?","A higher-level fault detector that pings lower-level ones will recognize the failure, causing immediate failover.",False,11,qn46
5,6,MC,Detect Failures,"Consider a distributed computing system that supports a large-scale web application. The application is critical, hence maintaining its uptime is a top priority. The system is designed to quickly detect and handle component failures to minimize downtime. If a particular component in this system fails but continues to emit a heartbeat message, which of the following scenarios is most likely?",The exception mechanism within the listening process can kill the heartbeat mechanism so that that particular component continues to fail.,False,2,qn46
5,7,MC,Route 53,Which of the following correctly describes the design of DNS failover with Amazon Route 53?,The design helps balance the load between multiple web servers without any health checking capability.,False,2,qn47
5,7,MC,Route 53,Which of the following correctly describes the design of DNS failover with Amazon Route 53?,"The design allows you to route traffic to alternate locations if the primary website is facing an outage, without any health monitoring.",False,11,qn47
5,7,MC,Route 53,Which of the following correctly describes the design of DNS failover with Amazon Route 53?,The design allows the distribution of traffic to your application based on the geographic location of your users.,False,4,qn47
5,7,MC,Route 53,Which of the following correctly describes the design of DNS failover with Amazon Route 53?,The design detects an outage of your website and redirects users to alternate locations where your application is operating properly.,True,91,qn47
5,8,MC,AWS LB,Which of the following statements correctly describe the use of multiple load balancers in a cloud design pattern (as described in course slide)?,"Multiple load balancers are used when the application is accessed only from PCs, not from mobile devices.",False,2,qn48
5,8,MC,AWS LB,Which of the following statements correctly describe the use of multiple load balancers in a cloud design pattern (as described in course slide)?,Each Amazon EC2 instance can be controlled by only one load balancer at a time.,False,5,qn48
5,8,MC,AWS LB,Which of the following statements correctly describe the use of multiple load balancers in a cloud design pattern (as described in course slide)?,"Using multiple virtual load balancers allows the behavior of the application to be changed based on the type of device accessing it, without modifying the servers themselves.",True,94,qn48
5,8,MC,AWS LB,Which of the following statements correctly describe the use of multiple load balancers in a cloud design pattern (as described in course slide)?,"When an Amazon EC2 instance is cut off from a load balancer for maintenance, it doesn't need to be cut off from all the load balancers.",False,6,qn48
5,8,MC,AWS LB,Which of the following statements correctly describe the use of multiple load balancers in a cloud design pattern (as described in course slide)?,"Stickiness, or session persistence, is not necessary for mobile applications and is primarily used for desktop users.",False,2,qn48
5,9,MC,Elastic IP,What is the main advantage of using an Elastic IP address in Amazon EC2 instances?,It provides the instance with a higher processing speed.,False,0,qn49
5,9,MC,Elastic IP,What is the main advantage of using an Elastic IP address in Amazon EC2 instances?,It automatically scales the instance based on demand.,False,2,qn49
5,9,MC,Elastic IP,What is the main advantage of using an Elastic IP address in Amazon EC2 instances?,"It allows the IP address to be re-assigned to a new instance in case of failure, minimizing downtime.",True,104,qn49
5,9,MC,Elastic IP,What is the main advantage of using an Elastic IP address in Amazon EC2 instances?,It enables the instance to handle more network traffic simultaneously.,False,2,qn49
5,9,MC,Elastic IP,What is the main advantage of using an Elastic IP address in Amazon EC2 instances?,It provides automatic encryption for the data going in and out of the instance.,False,1,qn49
6,1,MC,Capacity,Which of the following definition correctly matches the term Capacity in the context of product or system evaluation?,"Degree to which the amounts and types of resources used by a product or system, when performing its functions, meet requirements.",False,9,qn51
6,1,MC,Capacity,Which of the following definition correctly matches the term Capacity in the context of product or system evaluation?,"Degree to which the response and processing times and throughput rates of a product or system, when performing its functions, meet requirements.",False,12,qn51
6,1,MC,Capacity,Which of the following definition correctly matches the term Capacity in the context of product or system evaluation?,Degree to which the maximum limits of a product or system parameter meet requirements.,True,83,qn51
6,1,MC,Capacity,Which of the following definition correctly matches the term Capacity in the context of product or system evaluation?,"Degree to which the usability and effectiveness of a product or system, when performing its functions, meet requirements.",False,2,qn51
6,1,MC,Capacity,Which of the following definition correctly matches the term Capacity in the context of product or system evaluation?,Degree to which the maximum limits of user requirements need to be met.,False,3,qn51
6,3,MC,ELB AutoScaling,What is a key benefit of integrating Auto Scaling with Elastic Load Balancing in a cloud infrastructure?,Auto Scaling allows for immediate termination of all instances in the event of a security breach.,False,0,qn53
6,3,MC,ELB AutoScaling,What is a key benefit of integrating Auto Scaling with Elastic Load Balancing in a cloud infrastructure?,Elastic Load Balancing enables the creation of additional Auto Scaling groups.,False,3,qn53
6,3,MC,ELB AutoScaling,What is a key benefit of integrating Auto Scaling with Elastic Load Balancing in a cloud infrastructure?,Auto Scaling and Elastic Load Balancing integration enables automatic redistribution of instances across all Availability Zones for an Auto Scaling group when a particular zone becomes healthy again.,True,99,qn53
6,3,MC,ELB AutoScaling,What is a key benefit of integrating Auto Scaling with Elastic Load Balancing in a cloud infrastructure?,The integration allows Auto Scaling to launch instances in an Availability Zone with the most instances.,False,4,qn53
6,3,MC,ELB AutoScaling,What is a key benefit of integrating Auto Scaling with Elastic Load Balancing in a cloud infrastructure?,The integration allows Auto Scaling to immediately switch off instances in an unhealthy Availability Zone.,False,3,qn53
6,4,MC,Desired Capacity Size,What consideration should you keep in mind when setting the minimum capacity of an Auto Scaling group?,Set the minimum capacity to the maximum capacity to ensure maximum utilization.,False,1,qn54
6,4,MC,Desired Capacity Size,What consideration should you keep in mind when setting the minimum capacity of an Auto Scaling group?,The minimum capacity should always be set to zero to optimize cost.,False,0,qn54
6,4,MC,Desired Capacity Size,What consideration should you keep in mind when setting the minimum capacity of an Auto Scaling group?,"If you require at least one instance per Availability Zone to start with, the minimum capacity size should be set to the number of Availability Zones.",True,106,qn54
6,4,MC,Desired Capacity Size,What consideration should you keep in mind when setting the minimum capacity of an Auto Scaling group?,The complexity of your launch configuration does not affect the time it takes to launch a new instance.,False,1,qn54
6,4,MC,Desired Capacity Size,What consideration should you keep in mind when setting the minimum capacity of an Auto Scaling group?,The frequency and type of applications run do not influence the decision for minimum capacity size.,False,1,qn54
6,8,MC,AWS Waiting Room,"In the AWS Virtual Waiting Room workflow, which step marks the point when a user can move from the waiting room to the actual target site?",When the user is presented with a screen that represents the waiting room entry point.,False,1,qn58
6,8,MC,AWS Waiting Room,"In the AWS Virtual Waiting Room workflow, which step marks the point when a user can move from the waiting room to the actual target site?",When the serving position is lower than the client's queue (request) position.,False,9,qn58
6,8,MC,AWS Waiting Room,"In the AWS Virtual Waiting Room workflow, which step marks the point when a user can move from the waiting room to the actual target site?",When the client starts polling the queue_num API after receiving the Request ID.,False,2,qn58
6,8,MC,AWS Waiting Room,"In the AWS Virtual Waiting Room workflow, which step marks the point when a user can move from the waiting room to the actual target site?",When the serving position is equal to or greater than the client's queue (request) position.,True,94,qn58
6,8,MC,AWS Waiting Room,"In the AWS Virtual Waiting Room workflow, which step marks the point when a user can move from the waiting room to the actual target site?",When the client completes its transaction and updates the status of the client's token.,False,3,qn58
6,10,MC,Mixed 1,"Consider an online video streaming platform that serves millions of users globally. To provide a seamless viewing experience, the platform uses both caching and prefetching techniques. The caching strategy caches popular videos near the edge servers to quickly serve them to nearby users, while the prefetching strategy preloads some segments of videos that users are likely to watch next. However, during peak hours, users report buffering issues and the analytics reveal a reduced cache hit rate. As a system architect, what should be your course of action to address this issue?",Ignore the problem as buffering is common during peak hours and it doesn't significantly affect user experience.,False,0,qn60
6,10,MC,Mixed 1,"Consider an online video streaming platform that serves millions of users globally. To provide a seamless viewing experience, the platform uses both caching and prefetching techniques. The caching strategy caches popular videos near the edge servers to quickly serve them to nearby users, while the prefetching strategy preloads some segments of videos that users are likely to watch next. However, during peak hours, users report buffering issues and the analytics reveal a reduced cache hit rate. As a system architect, what should be your course of action to address this issue?","Increase the cache size infinitely to ensure that all videos are cached, thus providing instantaneous access.",False,2,qn60
6,10,MC,Mixed 1,"Consider an online video streaming platform that serves millions of users globally. To provide a seamless viewing experience, the platform uses both caching and prefetching techniques. The caching strategy caches popular videos near the edge servers to quickly serve them to nearby users, while the prefetching strategy preloads some segments of videos that users are likely to watch next. However, during peak hours, users report buffering issues and the analytics reveal a reduced cache hit rate. As a system architect, what should be your course of action to address this issue?","Analyze the viewing patterns to modify the prefetching strategy to ensure that the next segments of the videos users are likely to watch are prefetched more accurately, and also optimize the caching strategy based on the popularity of the videos.",True,103,qn60
6,10,MC,Mixed 1,"Consider an online video streaming platform that serves millions of users globally. To provide a seamless viewing experience, the platform uses both caching and prefetching techniques. The caching strategy caches popular videos near the edge servers to quickly serve them to nearby users, while the prefetching strategy preloads some segments of videos that users are likely to watch next. However, during peak hours, users report buffering issues and the analytics reveal a reduced cache hit rate. As a system architect, what should be your course of action to address this issue?",Remove the caching strategy altogether as it's causing issues during peak hours.,False,1,qn60
6,10,MC,Mixed 1,"Consider an online video streaming platform that serves millions of users globally. To provide a seamless viewing experience, the platform uses both caching and prefetching techniques. The caching strategy caches popular videos near the edge servers to quickly serve them to nearby users, while the prefetching strategy preloads some segments of videos that users are likely to watch next. However, during peak hours, users report buffering issues and the analytics reveal a reduced cache hit rate. As a system architect, what should be your course of action to address this issue?",Shift all users to a single edge server to ensure a uniform cache hit rate across all regions.,False,2,qn60
7,1,MC,GitHub Actions,"In the context of GitHub Actions, which one of the following statements is correct?",A workflow can be triggered only by an event in your repository.,False,7,qn61
7,1,MC,GitHub Actions,"In the context of GitHub Actions, which one of the following statements is correct?",All steps in a job need not necessarily be dependent on each other.,False,45,qn61
7,1,MC,GitHub Actions,"In the context of GitHub Actions, which one of the following statements is correct?",Each runner can run multiple jobs at a time.,False,8,qn61
7,1,MC,GitHub Actions,"In the context of GitHub Actions, which one of the following statements is correct?",An action is specifically used to set up authentication to your cloud provider.,False,1,qn61
7,1,MC,GitHub Actions,"In the context of GitHub Actions, which one of the following statements is correct?",An action is a custom application that performs a complex but frequently repeated task.,True,44,qn61
7,2,MC,GitHub Actions II,"If a software developer wants to automate a process that runs whenever someone opens an issue in their GitHub repository, which GitHub Actions component should they configure? Choose one best answer.",They should host their own runner.,False,2,qn62
7,2,MC,GitHub Actions II,"If a software developer wants to automate a process that runs whenever someone opens an issue in their GitHub repository, which GitHub Actions component should they configure? Choose one best answer.",They should make use of a larger runner provided by GitHub.,False,2,qn62
7,2,MC,GitHub Actions II,"If a software developer wants to automate a process that runs whenever someone opens an issue in their GitHub repository, which GitHub Actions component should they configure? Choose one best answer.",They should configure a workflow.,True,91,qn62
7,2,MC,GitHub Actions II,"If a software developer wants to automate a process that runs whenever someone opens an issue in their GitHub repository, which GitHub Actions component should they configure? Choose one best answer.",They should create a custom action.,False,10,qn62
7,2,MC,GitHub Actions II,"If a software developer wants to automate a process that runs whenever someone opens an issue in their GitHub repository, which GitHub Actions component should they configure? Choose one best answer.",They should manually trigger the process each time an issue is opened.,False,0,qn62
7,3,MC,AWS CloudFormation,"Considering the AWS CloudFormation, which one of the following statements is FALSE?",You can define an entire application stack in a JSON template file.,False,1,qn63
7,3,MC,AWS CloudFormation,"Considering the AWS CloudFormation, which one of the following statements is FALSE?",AWS CloudFormation templates can be managed using version control systems like Git or Subversion.,False,7,qn63
7,3,MC,AWS CloudFormation,"Considering the AWS CloudFormation, which one of the following statements is FALSE?",AWS CloudFormation only supports JSON-formatted templates for describing your AWS resources and properties.,True,89,qn63
7,3,MC,AWS CloudFormation,"Considering the AWS CloudFormation, which one of the following statements is FALSE?",Cross-stack references allow sharing of outputs from one stack with another stack.,False,5,qn63
7,3,MC,AWS CloudFormation,"Considering the AWS CloudFormation, which one of the following statements is FALSE?","AWS CloudFormation allows for creating templates that can launch, configure, and connect AWS resources.",False,3,qn63
