week,qn_number,qn_type,stem,topic,option,is_answer,num_response,qn_id
7,8,MC,Which of the following describes the Builder pattern correctly?,Builder,This pattern builds a complex object using simple objects and using a step by step approach.,True,97,qn68
7,8,MC,Which of the following describes the Builder pattern correctly?,Builder,This pattern refers to creating duplicate object while keeping performance in mind.,False,0,qn68
7,8,MC,Which of the following describes the Builder pattern correctly?,Builder,This pattern is used when creation of object directly is costly.,False,1,qn68
7,8,MC,Which of the following describes the Builder pattern correctly?,Builder,This pattern is used when we need to decouple an abstraction from its implementation so that the two can vary independently.,False,6,qn68
8,3,MC,Which of the following statement is correct about Adapter pattern?,Adapter,The concrete adaptee class implements the adapter interface.,False,8,qn73
8,3,MC,Which of the following statement is correct about Adapter pattern?,Adapter,The adaption logic is implemented in the concrete adaptee class.,False,6,qn73
8,3,MC,Which of the following statement is correct about Adapter pattern?,Adapter,The interface of the adapter contains the interface methods compatible with the adaptee.,False,29,qn73
8,3,MC,Which of the following statement is correct about Adapter pattern?,Adapter,The adapter compose the adaptee,True,59,qn73
8,9,MC,Imagine your e-commerce service needs to invoke one of the 5 other services. The order value in the transaction during runtime determines which of the 5 services to invoke. You do not want to do if-else logic in your service which can be hard to maintain when the logic changes.  Which of the following pattern is most suitable in this case?,Choose Pattern,Facade,False,16,qn79
8,9,MC,Imagine your e-commerce service needs to invoke one of the 5 other services. The order value in the transaction during runtime determines which of the 5 services to invoke. You do not want to do if-else logic in your service which can be hard to maintain when the logic changes.  Which of the following pattern is most suitable in this case?,Choose Pattern,Chain of Responsibility,True,75,qn79
8,9,MC,Imagine your e-commerce service needs to invoke one of the 5 other services. The order value in the transaction during runtime determines which of the 5 services to invoke. You do not want to do if-else logic in your service which can be hard to maintain when the logic changes.  Which of the following pattern is most suitable in this case?,Choose Pattern,Observer,False,5,qn79
8,9,MC,Imagine your e-commerce service needs to invoke one of the 5 other services. The order value in the transaction during runtime determines which of the 5 services to invoke. You do not want to do if-else logic in your service which can be hard to maintain when the logic changes.  Which of the following pattern is most suitable in this case?,Choose Pattern,Builder,False,4,qn79
8,9,MC,Imagine your e-commerce service needs to invoke one of the 5 other services. The order value in the transaction during runtime determines which of the 5 services to invoke. You do not want to do if-else logic in your service which can be hard to maintain when the logic changes.  Which of the following pattern is most suitable in this case?,Choose Pattern,Singleton,False,2,qn79
